trip_id,datetime,date,month,hour,neighborhood,car_type,trip_type,distance_km,fare_usd,driver_rating,completed
T00956,2024-05-10 08:25,2024-05-10,5,8,Coral Gables,Minivan,long_distance,3.7,23.32,4,1
T00957,2024-05-14 13:30,2024-05-14,5,13,Aventura,Luxury,nightlife,7.9,32.26,5,1
T00958,2024-04-10 21:49,2024-04-10,4,21,Wynwood,SUV,event,1.8,55.61,4,0
T00959,2024-06-27 16:29,2024-06-27,6,16,Little Havana,Sedan,wedding,10.3,41.42,5,1
T00960,2024-06-21 06:24,2024-06-21,6,6,Doral,SUV,nightlife,6.2,20.47,4,1
T00961,2024-06-05 08:11,2024-06-05,6,8,Aventura,SUV,errand,7.7,48.75,5,1
T00962,2024-04-30 19:21,2024-04-30,4,19,Little Havana,Sedan,airport,9.8,47.79,5,1
T00963,2024-02-23 13:44,2024-02-23,2,13,Little Havana,Sedan,errand,3.3,31.13,5,1
T00964,2024-03-12 14:11,2024-03-12,3,14,Doral,SUV,airport,22.8,39.57,4,0
T00965,2024-06-24 07:52,2024-06-24,6,7,Brickell,Sedan,wedding,14.5,8.0,5,1
T00966,2024-03-01 17:27,2024-03-01,3,17,Midtown,Minivan,airport,24.5,36.97,5,1
T00967,2024-02-08 15:51,2024-02-08,2,15,South Beach,Luxury,airport,2.6,42.77,4,1
T00968,2024-02-04 20:33,2024-02-04,2,20,Aventura,SUV,wedding,2.8,41.12,4,1
T00969,2024-05-04 09:16,2024-05-04,5,9,Aventura,SUV,long_distance,9.3,26.53,5,1
T00970,2024-01-26 22:10,2024-01-26,1,22,South Beach,Sedan,airport,8.3,30.37,5,1
T00971,2024-05-01 20:06,2024-05-01,5,20,Downtown,Luxury,wedding,4.8,64.43,4,1
T00972,2024-04-02 11:35,2024-04-02,4,11,Aventura,SUV,errand,9.9,58.07,4,1
T00973,2024-04-15 03:22,2024-04-15,4,3,Doral,Sedan,airport,2.3,51.38,5,1
T00974,2024-06-15 20:34,2024-06-15,6,20,Wynwood,Sedan,errand,5.0,46.02,5,1
T00975,2024-06-21 16:31,2024-06-21,6,16,Downtown,Sedan,nightlife,3.7,43.84,4,1
T00976,2024-03-14 14:40,2024-03-14,3,14,Wynwood,Sedan,airport,1.7,48.24,5,1
T00977,2024-03-27 13:40,2024-03-27,3,13,Doral,SUV,long_distance,11.7,36.1,4,1
T00978,2024-01-19 02:10,2024-01-19,1,2,Little Havana,Sedan,airport,7.3,49.22,5,1
T00979,2024-06-16 09:45,2024-06-16,6,9,Coconut Grove,SUV,long_distance,20.5,35.03,5,1
T00980,2024-03-10 14:49,2024-03-10,3,14,Little Havana,Minivan,wedding,5.7,27.42,4,1
T00981,2024-04-25 13:10,2024-04-25,4,13,Wynwood,Sedan,nightlife,4.6,39.61,4,1
T00982,2024-03-01 21:16,2024-03-01,3,21,Brickell,SUV,airport,10.4,42.09,4,1
T00983,2024-01-27 03:04,2024-01-27,1,3,Downtown,Luxury,long_distance,17.6,25.0,5,1
T00984,2024-04-11 16:48,2024-04-11,4,16,Brickell,Sedan,nightlife,24.8,53.34,5,1
T00985,2024-02-09 02:41,2024-02-09,2,2,Midtown,Sedan,errand,23.2,34.36,5,1
T00986,2024-03-13 14:40,2024-03-13,3,14,Wynwood,Sedan,airport,6.2,49.91,5,1
T00987,2024-02-13 00:02,2024-02-13,2,0,Little Havana,Sedan,errand,27.7,46.98,4,1
T00988,2024-04-29 17:59,2024-04-29,4,17,Coconut Grove,Luxury,long_distance,7.3,46.51,4,1
T00989,2024-06-27 17:11,2024-06-27,6,17,Doral,SUV,long_distance,12.0,35.23,5,1
T00990,2024-06-11 18:27,2024-06-11,6,18,Aventura,SUV,wedding,11.4,25.34,4,1
T00991,2024-03-20 11:30,2024-03-20,3,11,Aventura,Sedan,airport,6.8,36.45,4,1
T00992,2024-04-23 09:23,2024-04-23,4,9,Midtown,Luxury,errand,2.3,50.48,5,1
T00993,2024-01-03 00:33,2024-01-03,1,0,Wynwood,Luxury,errand,3.4,39.85,4,1
T00994,2024-05-16 00:44,2024-05-16,5,0,Downtown,SUV,event,13.6,40.1,4,1
T00995,2024-04-20 09:38,2024-04-20,4,9,Coral Gables,Minivan,nightlife,8.7,48.71,5,1
T00996,2024-02-18 13:56,2024-02-18,2,13,Aventura,SUV,event,8.1,11.34,5,1
T00997,2024-02-11 22:47,2024-02-11,2,22,Midtown,Sedan,event,14.9,8.0,4,1
T00998,2024-01-21 13:40,2024-01-21,1,13,Coral Gables,Luxury,long_distance,23.1,41.47,4,1
T00999,2024-06-05 22:43,2024-06-05,6,22,Coconut Grove,Sedan,errand,7.3,46.1,4,1
T01000,2024-05-16 08:26,2024-05-16,5,8,Coral Gables,SUV,nightlife,5.4,31.14,4,1
T01001,2024-03-15 03:40,2024-03-15,3,3,Downtown,Sedan,long_distance,4.0,57.09,4,1
T01002,2024-06-28 19:31,2024-06-28,6,19,Coral Gables,SUV,errand,8.2,40.37,5,1
T01003,2024-01-13 17:01,2024-01-13,1,17,Wynwood,Minivan,nightlife,24.9,41.68,4,1
T01004,2024-02-02 22:28,2024-02-02,2,22,South Beach,Sedan,airport,19.5,35.48,4,1
T01005,2024-01-04 15:13,2024-01-04,1,15,Little Havana,SUV,event,1.9,39.7,4,1
T01006,2024-05-07 11:29,2024-05-07,5,11,South Beach,SUV,errand,9.1,46.59,5,1
T01007,2024-02-07 01:17,2024-02-07,2,1,Midtown,SUV,nightlife,15.2,50.22,4,1
T01008,2024-02-16 06:57,2024-02-16,2,6,Coconut Grove,Sedan,event,10.3,43.21,4,1
T01009,2024-02-01 22:15,2024-02-01,2,22,Midtown,Luxury,event,16.9,41.72,4,1
T01010,2024-01-09 06:29,2024-01-09,1,6,Brickell,Minivan,long_distance,4.6,44.61,4,1
T01011,2024-02-23 15:24,2024-02-23,2,15,Coconut Grove,Sedan,errand,11.7,40.88,4,1
T01012,2024-01-11 23:59,2024-01-11,1,23,Aventura,Sedan,long_distance,10.4,35.56,4,1
T01013,2024-05-03 20:19,2024-05-03,5,20,Coral Gables,Sedan,errand,4.6,11.14,5,1
T01014,2024-06-19 06:07,2024-06-19,6,6,Coral Gables,Sedan,wedding,6.0,44.0,4,1
T01015,2024-01-04 05:50,2024-01-04,1,5,Coconut Grove,Sedan,long_distance,12.9,48.59,5,1
T01016,2024-03-03 00:02,2024-03-03,3,0,Doral,Sedan,wedding,2.7,63.4,4,1
T01017,2024-06-01 04:23,2024-06-01,6,4,Brickell,SUV,airport,7.8,46.27,5,1
T01018,2024-01-24 21:39,2024-01-24,1,21,Little Havana,Luxury,wedding,11.8,39.33,4,1
T01019,2024-04-01 20:09,2024-04-01,4,20,Aventura,Convertible,nightlife,2.9,39.68,4,1
T01020,2024-02-29 10:35,2024-02-29,2,10,Little Havana,SUV,event,2.6,37.49,4,1
T01021,2024-01-06 22:24,2024-01-06,1,22,Little Havana,Minivan,wedding,1.8,33.85,5,1
T01022,2024-01-11 15:45,2024-01-11,1,15,Downtown,Sedan,long_distance,28.8,31.88,4,1
T01023,2024-06-27 15:12,2024-06-27,6,15,Doral,Sedan,airport,2.0,43.09,4,1
T01024,2024-03-23 23:29,2024-03-23,3,23,Coconut Grove,Minivan,long_distance,3.8,63.69,4,1
T01025,2024-05-21 05:04,2024-05-21,5,5,Aventura,Luxury,airport,2.1,74.0,4,1
T01026,2024-03-08 17:23,2024-03-08,3,17,Downtown,Luxury,nightlife,3.2,32.6,4,1
T01027,2024-05-09 12:46,2024-05-09,5,12,Wynwood,Minivan,nightlife,24.3,44.37,4,1
T01028,2024-04-03 19:15,2024-04-03,4,19,Little Havana,Sedan,wedding,1.9,43.28,5,1
T01029,2024-05-17 12:12,2024-05-17,5,12,Aventura,SUV,wedding,24.6,24.71,5,1
T01030,2024-05-21 04:39,2024-05-21,5,4,Coconut Grove,SUV,errand,7.2,29.74,4,1
T01031,2024-03-23 03:06,2024-03-23,3,3,Aventura,SUV,wedding,11.3,19.62,4,1
T01032,2024-02-03 05:55,2024-02-03,2,5,South Beach,Sedan,airport,7.0,45.32,4,1
T01033,2024-02-19 03:02,2024-02-19,2,3,Doral,Luxury,wedding,35.1,42.02,5,1
T01034,2024-06-17 15:33,2024-06-17,6,15,Doral,SUV,wedding,7.7,48.34,4,1
T01035,2024-01-13 11:14,2024-01-13,1,11,Doral,Sedan,wedding,6.9,54.3,4,1
T01036,2024-02-23 20:31,2024-02-23,2,20,Brickell,Minivan,event,10.5,43.94,4,1
T01037,2024-01-16 11:35,2024-01-16,1,11,Midtown,SUV,errand,2.5,43.12,5,1
T01038,2024-01-15 19:17,2024-01-15,1,19,Aventura,SUV,nightlife,8.6,30.15,4,1
T01039,2024-03-18 02:13,2024-03-18,3,2,Aventura,Sedan,nightlife,36.3,29.89,5,1
T01040,2024-02-29 17:24,2024-02-29,2,17,Coral Gables,Sedan,airport,2.3,47.18,5,1
T01041,2024-03-04 18:40,2024-03-04,3,18,Wynwood,Sedan,long_distance,14.8,28.64,4,1
T01042,2024-04-16 23:06,2024-04-16,4,23,Doral,Sedan,errand,2.9,43.49,5,1
T01043,2024-06-28 21:27,2024-06-28,6,21,Brickell,Sedan,airport,2.0,47.99,5,1
T01044,2024-05-20 12:32,2024-05-20,5,12,Little Havana,SUV,wedding,5.1,61.25,5,1
T01045,2024-06-02 14:59,2024-06-02,6,14,Little Havana,Convertible,errand,3.0,26.73,4,1
T01046,2024-03-24 11:26,2024-03-24,3,11,Midtown,SUV,wedding,3.8,62.39,4,1
T01047,2024-03-02 18:34,2024-03-02,3,18,Coral Gables,SUV,event,4.4,55.71,4,1
T01048,2024-03-06 11:28,2024-03-06,3,11,Downtown,SUV,event,5.5,47.53,4,1
T01049,2024-01-09 09:38,2024-01-09,1,9,South Beach,Sedan,long_distance,2.3,10.46,5,1
T01050,2024-03-18 00:19,2024-03-18,3,0,Coral Gables,SUV,airport,4.2,24.9,4,1
T01051,2024-01-06 22:52,2024-01-06,1,22,Coconut Grove,Sedan,long_distance,1.7,37.85,4,1
T01052,2024-05-26 18:09,2024-05-26,5,18,Brickell,Sedan,nightlife,4.1,42.61,5,1
T01053,2024-02-09 04:16,2024-02-09,2,4,Little Havana,Sedan,long_distance,2.7,29.25,4,1
T01054,2024-03-06 09:05,2024-03-06,3,9,Doral,Luxury,event,8.0,54.73,5,1
T01055,2024-02-25 23:04,2024-02-25,2,23,Little Havana,Sedan,event,7.7,24.78,4,1
T01056,2024-06-25 22:36,2024-06-25,6,22,Brickell,SUV,long_distance,17.9,34.63,4,1
T01057,2024-01-10 23:51,2024-01-10,1,23,Doral,Sedan,event,6.7,34.21,5,1
T01058,2024-01-15 10:22,2024-01-15,1,10,Midtown,Sedan,event,5.2,37.26,5,0
T01059,2024-01-31 07:47,2024-01-31,1,7,Doral,SUV,nightlife,9.1,35.43,5,1
T01060,2024-06-10 12:03,2024-06-10,6,12,Coconut Grove,Sedan,long_distance,17.9,33.6,4,1
T01061,2024-05-18 18:09,2024-05-18,5,18,Little Havana,SUV,long_distance,10.3,43.76,4,1
T01062,2024-02-09 01:43,2024-02-09,2,1,Midtown,Sedan,event,6.1,31.9,3,1
T01063,2024-05-27 16:05,2024-05-27,5,16,Coral Gables,SUV,event,5.9,38.83,5,1
T01064,2024-04-10 04:08,2024-04-10,4,4,Little Havana,Luxury,nightlife,2.4,45.63,4,1
T01065,2024-01-13 17:25,2024-01-13,1,17,Coconut Grove,SUV,nightlife,17.3,27.52,4,1
T01066,2024-04-21 22:08,2024-04-21,4,22,Wynwood,SUV,event,7.8,45.83,5,1
T01067,2024-05-04 12:41,2024-05-04,5,12,Doral,Minivan,airport,5.8,27.25,5,1
T01068,2024-05-14 07:15,2024-05-14,5,7,Brickell,Minivan,errand,16.0,20.62,5,1
T01069,2024-03-23 21:59,2024-03-23,3,21,Doral,Luxury,nightlife,4.2,29.23,5,1
T01070,2024-04-15 13:23,2024-04-15,4,13,Little Havana,Sedan,airport,5.2,31.86,5,1
T01071,2024-06-01 20:01,2024-06-01,6,20,Coconut Grove,Luxury,airport,5.0,43.34,5,0
T01072,2024-06-06 14:39,2024-06-06,6,14,Wynwood,SUV,event,9.7,61.5,4,1
T01073,2024-02-29 06:43,2024-02-29,2,6,Little Havana,Sedan,airport,3.5,37.57,5,1
T01074,2024-01-22 03:47,2024-01-22,1,3,South Beach,Luxury,airport,13.9,40.01,4,0
T01075,2024-02-07 09:00,2024-02-07,2,9,Little Havana,Sedan,wedding,3.2,19.39,5,1
T01076,2024-03-19 14:30,2024-03-19,3,14,South Beach,Convertible,errand,3.0,32.22,5,1
T01077,2024-05-17 06:13,2024-05-17,5,6,Aventura,Luxury,long_distance,24.8,33.67,5,1
T01078,2024-05-20 15:39,2024-05-20,5,15,Wynwood,SUV,wedding,9.5,28.3,4,1
T01079,2024-01-05 12:37,2024-01-05,1,12,Aventura,SUV,nightlife,7.5,37.4,5,1
T01080,2024-01-16 09:12,2024-01-16,1,9,Doral,SUV,errand,2.5,49.54,5,1
T01081,2024-06-16 00:04,2024-06-16,6,0,Midtown,Minivan,wedding,21.7,61.71,4,1
T01082,2024-06-17 11:55,2024-06-17,6,11,Brickell,SUV,nightlife,2.8,35.46,5,1
T01083,2024-06-15 12:14,2024-06-15,6,12,Midtown,Luxury,long_distance,21.4,25.58,5,0
T01084,2024-01-26 10:31,2024-01-26,1,10,Doral,Sedan,long_distance,1.5,54.55,5,1
T01085,2024-02-20 16:29,2024-02-20,2,16,Aventura,SUV,wedding,5.8,27.56,5,1
T01086,2024-03-04 16:19,2024-03-04,3,16,Little Havana,Sedan,event,3.2,60.95,5,1
T01087,2024-02-10 00:22,2024-02-10,2,0,Little Havana,Minivan,errand,2.5,49.04,5,1
T01088,2024-03-01 16:17,2024-03-01,3,16,South Beach,Sedan,wedding,8.4,25.32,4,1
T01089,2024-04-09 00:35,2024-04-09,4,0,Coconut Grove,SUV,airport,3.2,47.68,4,1
T01090,2024-04-10 21:08,2024-04-10,4,21,Brickell,Sedan,wedding,4.5,53.72,4,1
T01091,2024-06-22 19:55,2024-06-22,6,19,Coral Gables,SUV,event,4.6,33.05,5,1
T01092,2024-02-09 13:19,2024-02-09,2,13,Doral,SUV,errand,2.9,37.74,5,1
T01093,2024-02-03 06:41,2024-02-03,2,6,Wynwood,SUV,long_distance,19.1,63.48,5,1
T01094,2024-02-21 04:19,2024-02-21,2,4,Aventura,Luxury,airport,6.9,38.39,4,1
T01095,2024-02-07 20:59,2024-02-07,2,20,Doral,Convertible,airport,10.3,51.62,4,1
T01096,2024-05-22 17:46,2024-05-22,5,17,Brickell,SUV,airport,2.0,36.5,4,1
T01097,2024-02-07 23:01,2024-02-07,2,23,Little Havana,Sedan,event,6.1,35.02,4,0
T01098,2024-03-18 14:47,2024-03-18,3,14,Coconut Grove,SUV,airport,7.3,33.85,4,1
T01099,2024-01-28 04:11,2024-01-28,1,4,South Beach,SUV,long_distance,2.1,27.72,5,1
T01100,2024-06-04 18:39,2024-06-04,6,18,Coral Gables,Luxury,long_distance,11.6,48.74,4,1
T01101,2024-06-24 00:22,2024-06-24,6,0,Brickell,SUV,wedding,1.8,64.64,5,1
T01102,2024-02-04 16:54,2024-02-04,2,16,Doral,SUV,event,5.0,46.8,5,1
T01103,2024-04-05 05:54,2024-04-05,4,5,Midtown,SUV,event,17.9,23.88,5,1
T01104,2024-02-11 06:14,2024-02-11,2,6,South Beach,SUV,event,18.7,31.7,5,1
T01105,2024-01-04 08:26,2024-01-04,1,8,Coral Gables,SUV,wedding,12.6,73.43,5,1
T01106,2024-02-21 06:04,2024-02-21,2,6,Wynwood,SUV,event,2.3,47.24,5,1
T01107,2024-05-05 22:20,2024-05-05,5,22,Downtown,Sedan,airport,4.4,49.91,4,1
T01108,2024-01-11 19:47,2024-01-11,1,19,Midtown,SUV,wedding,23.5,46.41,4,1
T01109,2024-06-05 23:36,2024-06-05,6,23,Doral,SUV,long_distance,4.9,60.84,5,1
T01110,2024-01-10 16:06,2024-01-10,1,16,Downtown,Sedan,event,1.9,55.36,5,1
T01111,2024-01-11 07:33,2024-01-11,1,7,Aventura,Luxury,event,7.7,34.28,4,0
T01112,2024-01-11 17:24,2024-01-11,1,17,Aventura,SUV,wedding,2.1,32.11,4,0
T01113,2024-02-18 09:28,2024-02-18,2,9,Midtown,Convertible,errand,8.0,49.27,5,1
T01114,2024-03-14 14:10,2024-03-14,3,14,Midtown,Sedan,errand,2.3,42.94,5,1
T01115,2024-01-14 22:33,2024-01-14,1,22,Wynwood,SUV,event,7.5,38.53,5,1
T01116,2024-04-25 02:46,2024-04-25,4,2,Aventura,Sedan,nightlife,10.3,42.74,5,1
T01117,2024-05-29 22:34,2024-05-29,5,22,Wynwood,Sedan,event,12.2,31.22,4,1
T01118,2024-04-25 00:11,2024-04-25,4,0,Downtown,SUV,long_distance,3.0,17.54,4,1
T01119,2024-02-21 14:05,2024-02-21,2,14,Coconut Grove,SUV,errand,2.9,52.77,4,1
T01120,2024-02-11 22:46,2024-02-11,2,22,Brickell,SUV,nightlife,3.8,44.63,4,1
T01121,2024-04-25 20:23,2024-04-25,4,20,Brickell,Minivan,long_distance,19.3,50.6,5,1
T01122,2024-05-10 19:10,2024-05-10,5,19,Midtown,Sedan,long_distance,5.5,25.21,5,1
T01123,2024-02-13 10:36,2024-02-13,2,10,Wynwood,SUV,airport,4.2,55.26,4,1
T01124,2024-02-15 22:03,2024-02-15,2,22,Midtown,Luxury,errand,7.1,36.96,4,1
T01125,2024-04-24 09:40,2024-04-24,4,9,Wynwood,Sedan,nightlife,4.8,50.02,5,1
T01126,2024-02-21 00:39,2024-02-21,2,0,Coconut Grove,SUV,nightlife,6.4,40.26,4,1
T01127,2024-05-07 17:51,2024-05-07,5,17,South Beach,Minivan,long_distance,1.7,38.25,5,1
T01128,2024-03-01 06:37,2024-03-01,3,6,Downtown,Sedan,event,6.0,66.51,5,1
T01129,2024-01-21 19:38,2024-01-21,1,19,South Beach,Sedan,airport,23.6,50.38,4,1
T01130,2024-03-12 19:40,2024-03-12,3,19,Aventura,Sedan,airport,1.8,32.61,4,1
T01131,2024-02-07 01:41,2024-02-07,2,1,Little Havana,Sedan,nightlife,11.7,35.86,4,1
T01132,2024-01-09 21:36,2024-01-09,1,21,Doral,Sedan,errand,3.5,47.7,4,1
T01133,2024-01-23 01:06,2024-01-23,1,1,Midtown,SUV,airport,3.8,35.49,4,1
T01134,2024-03-13 19:42,2024-03-13,3,19,Doral,Sedan,long_distance,5.7,50.68,4,1
T01135,2024-02-15 14:47,2024-02-15,2,14,Doral,Minivan,errand,24.6,60.53,5,0
T01136,2024-01-24 09:20,2024-01-24,1,9,Little Havana,Sedan,event,3.3,16.93,4,1
T01137,2024-04-19 17:04,2024-04-19,4,17,Coconut Grove,Minivan,event,2.9,35.25,5,1
T01138,2024-06-26 08:21,2024-06-26,6,8,Aventura,SUV,event,5.4,28.73,5,1
T01139,2024-06-27 06:39,2024-06-27,6,6,South Beach,SUV,nightlife,2.1,52.64,5,1
T01140,2024-06-10 16:05,2024-06-10,6,16,Downtown,SUV,wedding,15.8,38.26,4,1
T01141,2024-03-14 13:38,2024-03-14,3,13,Little Havana,Sedan,errand,4.4,39.8,5,1
T01142,2024-06-08 11:59,2024-06-08,6,11,Wynwood,Sedan,long_distance,7.0,48.03,4,1
T01143,2024-05-13 23:40,2024-05-13,5,23,Downtown,Sedan,event,2.7,21.0,4,1
T01144,2024-06-05 07:45,2024-06-05,6,7,Coconut Grove,Convertible,airport,3.2,52.27,4,1
T01145,2024-01-07 14:40,2024-01-07,1,14,Brickell,Sedan,wedding,16.1,23.55,5,1
T01146,2024-06-06 13:26,2024-06-06,6,13,South Beach,SUV,errand,10.0,51.69,5,1
T01147,2024-06-12 06:00,2024-06-12,6,6,Coral Gables,Sedan,wedding,1.9,25.46,5,1
T01148,2024-01-18 09:19,2024-01-18,1,9,Aventura,Minivan,long_distance,2.4,17.66,4,1
T01149,2024-01-02 03:43,2024-01-02,1,3,Little Havana,Sedan,errand,4.5,46.73,4,1
T01150,2024-05-25 19:01,2024-05-25,5,19,Wynwood,SUV,airport,14.4,36.28,4,1
T01151,2024-03-27 21:30,2024-03-27,3,21,Downtown,Luxury,nightlife,11.3,8.0,4,1
T01152,2024-05-03 04:40,2024-05-03,5,4,Downtown,Minivan,long_distance,8.4,39.2,4,1
T01153,2024-04-28 13:59,2024-04-28,4,13,South Beach,Luxury,long_distance,1.9,29.5,4,1
T01154,2024-06-22 10:35,2024-06-22,6,10,Aventura,SUV,nightlife,18.5,55.41,5,1
T01155,2024-06-24 10:51,2024-06-24,6,10,Little Havana,Sedan,nightlife,1.5,11.58,5,0
T01156,2024-03-12 00:21,2024-03-12,3,0,Midtown,Sedan,wedding,2.5,26.57,5,1
T01157,2024-02-12 18:38,2024-02-12,2,18,Midtown,Luxury,airport,3.1,27.23,5,1
T01158,2024-03-19 22:54,2024-03-19,3,22,Little Havana,Minivan,wedding,13.3,34.64,5,1
T01159,2024-04-15 02:31,2024-04-15,4,2,Coral Gables,Luxury,errand,8.8,35.15,4,1
T01160,2024-03-18 06:33,2024-03-18,3,6,Coconut Grove,Sedan,airport,7.2,29.92,4,1
T01161,2024-01-10 06:58,2024-01-10,1,6,Brickell,SUV,event,5.1,53.12,5,1
T01162,2024-05-03 16:09,2024-05-03,5,16,Coral Gables,Sedan,errand,5.3,43.2,5,1
T01163,2024-05-14 09:49,2024-05-14,5,9,Little Havana,Luxury,airport,23.0,28.14,5,1
T01164,2024-01-26 16:43,2024-01-26,1,16,Wynwood,Sedan,airport,19.4,32.32,5,1
T01165,2024-04-27 12:45,2024-04-27,4,12,Aventura,Luxury,nightlife,2.8,44.3,4,1
T01166,2024-01-12 21:54,2024-01-12,1,21,Doral,SUV,nightlife,8.8,35.36,4,1
T01167,2024-01-12 03:33,2024-01-12,1,3,Coconut Grove,Minivan,nightlife,33.9,34.53,4,1
T01168,2024-03-20 20:57,2024-03-20,3,20,Coral Gables,Minivan,errand,7.3,45.05,5,1
T01169,2024-03-14 08:34,2024-03-14,3,8,Little Havana,Luxury,event,3.3,50.81,5,1
T01170,2024-03-10 04:10,2024-03-10,3,4,Coconut Grove,Sedan,nightlife,6.1,27.75,5,1
T01171,2024-06-08 17:32,2024-06-08,6,17,Brickell,SUV,airport,14.1,47.98,5,1
T01172,2024-05-20 10:17,2024-05-20,5,10,Wynwood,Sedan,wedding,4.1,51.85,4,1
T01173,2024-05-26 07:10,2024-05-26,5,7,Brickell,Sedan,errand,3.4,35.81,5,1
T01174,2024-03-27 17:28,2024-03-27,3,17,South Beach,Sedan,airport,11.7,38.84,4,1
T01175,2024-06-21 01:06,2024-06-21,6,1,Midtown,Minivan,nightlife,8.2,43.43,5,1
T01176,2024-04-10 05:45,2024-04-10,4,5,Doral,Sedan,long_distance,11.0,31.7,5,1
T01177,2024-06-25 22:28,2024-06-25,6,22,Doral,Sedan,errand,10.5,30.56,4,1
T01178,2024-02-20 22:48,2024-02-20,2,22,Aventura,SUV,nightlife,6.4,58.55,4,0
T01179,2024-04-29 18:08,2024-04-29,4,18,Brickell,Luxury,wedding,14.4,51.71,4,1
T01180,2024-04-26 09:43,2024-04-26,4,9,Downtown,SUV,event,15.5,34.33,5,1
T01181,2024-02-27 04:55,2024-02-27,2,4,Doral,Luxury,errand,5.0,21.43,4,1
T01182,2024-04-10 05:44,2024-04-10,4,5,Little Havana,Sedan,errand,14.2,48.6,4,1
T01183,2024-01-08 02:30,2024-01-08,1,2,Brickell,Minivan,errand,4.9,34.11,4,1
T01184,2024-02-13 09:49,2024-02-13,2,9,Little Havana,Sedan,long_distance,11.3,61.69,5,1
T01185,2024-05-10 03:25,2024-05-10,5,3,Brickell,Sedan,errand,4.8,47.49,4,1
T01186,2024-01-19 09:34,2024-01-19,1,9,Downtown,SUV,event,9.5,21.0,4,1
T01187,2024-03-02 19:15,2024-03-02,3,19,Aventura,Sedan,airport,6.3,35.89,4,0
T01188,2024-04-08 02:21,2024-04-08,4,2,Coral Gables,SUV,wedding,12.1,62.81,5,1
T01189,2024-04-21 18:50,2024-04-21,4,18,Little Havana,Sedan,long_distance,9.0,46.08,4,1
T01190,2024-02-14 21:42,2024-02-14,2,21,Brickell,SUV,wedding,4.5,54.19,4,0
T01191,2024-05-26 15:07,2024-05-26,5,15,Doral,Sedan,long_distance,10.7,34.48,5,1
T01192,2024-05-22 03:52,2024-05-22,5,3,Downtown,Luxury,airport,1.9,41.69,5,1
T01193,2024-04-13 02:38,2024-04-13,4,2,Brickell,Convertible,wedding,7.6,23.38,4,1
T01194,2024-04-07 10:31,2024-04-07,4,10,South Beach,SUV,nightlife,15.1,23.96,4,1
T01195,2024-02-05 18:57,2024-02-05,2,18,South Beach,SUV,airport,12.3,45.26,4,1
T01196,2024-04-25 17:18,2024-04-25,4,17,Midtown,Sedan,long_distance,30.6,58.82,4,1
T01197,2024-02-20 06:43,2024-02-20,2,6,Little Havana,Sedan,errand,12.0,60.73,4,1
T01198,2024-06-22 09:58,2024-06-22,6,9,Midtown,SUV,wedding,4.2,33.7,4,0
T01199,2024-03-29 02:37,2024-03-29,3,2,South Beach,SUV,long_distance,4.2,43.56,5,0
T01200,2024-04-13 04:54,2024-04-13,4,4,Coconut Grove,SUV,nightlife,29.8,31.53,5,1
T01201,2024-05-20 01:00,2024-05-20,5,1,Aventura,Sedan,errand,5.5,27.61,5,1
T01202,2024-03-13 00:15,2024-03-13,3,0,Midtown,Sedan,wedding,2.5,46.4,5,1
T01203,2024-06-09 10:45,2024-06-09,6,10,Midtown,Sedan,event,25.6,56.29,4,1
T01204,2024-05-19 06:42,2024-05-19,5,6,Wynwood,Sedan,event,7.6,46.58,5,1
T01205,2024-05-22 12:53,2024-05-22,5,12,Little Havana,Sedan,event,5.6,29.67,4,1
T01206,2024-06-20 04:08,2024-06-20,6,4,South Beach,SUV,nightlife,5.3,27.8,4,1
T01207,2024-02-06 23:56,2024-02-06,2,23,Downtown,SUV,wedding,6.1,38.2,5,1
T01208,2024-02-04 02:08,2024-02-04,2,2,Midtown,Luxury,event,6.8,34.0,5,1
T01209,2024-06-27 19:59,2024-06-27,6,19,Midtown,Sedan,long_distance,3.7,23.25,4,1
T01210,2024-05-10 13:35,2024-05-10,5,13,Downtown,Minivan,event,7.4,32.85,5,1
T01211,2024-02-17 13:38,2024-02-17,2,13,South Beach,Sedan,long_distance,4.8,36.08,4,1
T01212,2024-03-01 22:32,2024-03-01,3,22,Coconut Grove,Sedan,event,10.5,25.06,5,1
T01213,2024-05-27 11:02,2024-05-27,5,11,South Beach,Sedan,long_distance,3.2,19.82,5,1
T01214,2024-04-04 03:37,2024-04-04,4,3,Downtown,Sedan,wedding,10.2,38.33,4,1
T01215,2024-05-14 08:29,2024-05-14,5,8,Aventura,Sedan,nightlife,4.4,35.55,4,1
T01216,2024-06-05 02:15,2024-06-05,6,2,Downtown,Luxury,wedding,1.6,35.88,4,1
T01217,2024-06-20 02:43,2024-06-20,6,2,Aventura,SUV,long_distance,8.1,51.92,4,1
T01218,2024-01-14 10:34,2024-01-14,1,10,South Beach,Luxury,event,17.9,27.59,4,1
T01219,2024-04-30 18:46,2024-04-30,4,18,Little Havana,SUV,event,5.1,49.04,5,1
T01220,2024-03-16 09:10,2024-03-16,3,9,South Beach,SUV,wedding,3.3,28.05,5,1
T01221,2024-03-18 23:50,2024-03-18,3,23,Doral,SUV,errand,2.3,37.26,5,1
T01222,2024-05-01 18:10,2024-05-01,5,18,Doral,Luxury,nightlife,9.4,45.18,5,1
T01223,2024-03-15 23:39,2024-03-15,3,23,South Beach,SUV,errand,1.7,30.63,4,1
T01224,2024-02-02 16:04,2024-02-02,2,16,Coconut Grove,SUV,errand,3.4,28.94,5,1
